+Inf	+Inf	+Inf	497	970	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	481	1968	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	0	1498	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf
+Inf	+Inf	+Inf	1001	528	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	1979	470	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	1498	0	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf	+Inf
4044	+Inf	+Inf	+Inf	+Inf	2635	3198	3785	3590	3111	3695	3201	3694	2737	3256	1598	2265	+Inf	+Inf	3139	3077	3760	4168	3084	3186	545	477	2771	3308	3253	3622	+Inf	+Inf	0	482	1100	1017	1122	1027	2588	3336	1821	1574	3319	3109	3132	3349	3894	2723	2820	2104	3248	3144	3274	3361	2641	3719
4526	+Inf	+Inf	+Inf	+Inf	3117	3680	4267	4072	3593	4177	3683	4176	3219	3738	2080	2747	+Inf	+Inf	3621	3559	4242	4650	3566	3668	1027	680	3253	3790	3735	4104	+Inf	+Inf	482	0	1582	535	1604	1230	3070	3818	2303	1777	3801	3591	3614	3831	4376	3205	3302	2586	3730	3626	3756	3843	3123	4201
4054	+Inf	+Inf	+Inf	+Inf	2645	3208	3795	3600	3121	3705	3211	3704	2747	3266	1608	2275	+Inf	+Inf	3149	3087	3770	4178	3094	3196	555	1258	2781	3318	3263	3632	+Inf	+Inf	1100	1582	0	1911	1132	1679	2598	3346	1831	2226	3329	3119	3142	3359	3904	2733	2830	2114	3258	3154	3284	3371	2651	3729
4672	+Inf	+Inf	+Inf	+Inf	3263	3826	4413	4218	3739	4323	3829	4322	3365	3884	2226	2893	+Inf	+Inf	3767	3705	4388	4796	3712	3814	1356	653	3399	3936	3881	4250	+Inf	+Inf	1017	535	1911	0	1750	1203	3216	3964	2449	1750	3947	3737	3760	3977	4522	3351	3448	2732	3876	3772	3902	3989	3269	4347
2922	+Inf	+Inf	+Inf	+Inf	1513	2076	2663	2468	1989	2573	2079	2572	1615	2134	476	1143	+Inf	+Inf	2017	1955	2638	3046	1962	2064	577	1097	1649	2186	2131	2500	+Inf	+Inf	1122	1604	1132	1750	0	547	1466	2214	699	1094	2197	1987	2010	2227	2772	1601	1698	982	2126	2022	2152	2239	1519	2597
3469	+Inf	+Inf	+Inf	+Inf	2060	2623	3210	3015	2536	3120	2626	3119	2162	2681	1023	1690	+Inf	+Inf	2564	2502	3185	3593	2509	2611	1124	550	2196	2733	2678	3047	+Inf	+Inf	1027	1230	1679	1203	547	0	2013	2761	1246	547	2744	2534	2557	2774	3319	2148	2245	1529	2673	2569	2699	2786	2066	3144
1736	+Inf	+Inf	+Inf	+Inf	1015	992	1197	1002	1054	1489	966	1488	482	989	990	1496	+Inf	+Inf	715	489	2041	1962	496	598	2043	2563	1061	1558	998	1245	+Inf	+Inf	2588	3070	2598	3216	1466	2013	0	748	2165	2560	1011	521	1195	1094	1627	564	512	484	1529	1063	1073	1626	1021	1638
2181	+Inf	+Inf	+Inf	+Inf	978	1194	1255	1204	1454	988	1455	994	971	1022	1738	1468	+Inf	+Inf	474	691	2187	1461	970	656	2791	3311	1550	1145	1233	992	+Inf	+Inf	3336	3818	3346	3964	2214	2761	748	0	2913	3308	1456	1108	502	1583	1660	1057	957	1232	1675	1099	488	1246	993	1503
3621	+Inf	+Inf	+Inf	+Inf	2212	2775	3362	3167	2688	3272	2778	3271	2314	2833	1175	1842	+Inf	+Inf	2716	2654	3337	3745	2661	2763	1276	1796	2348	2885	2830	3199	+Inf	+Inf	1821	2303	1831	2449	699	1246	2165	2913	0	1793	2896	2686	2709	2926	3471	2300	2397	1681	2825	2721	2851	2938	2218	3296
4016	+Inf	+Inf	+Inf	+Inf	2607	3170	3757	3562	3083	3667	3173	3666	2709	3228	1570	2237	+Inf	+Inf	3111	3049	3732	4140	3056	3158	1671	1097	2743	3280	3225	3594	+Inf	+Inf	1574	1777	2226	1750	1094	547	2560	3308	1793	0	3291	3081	3104	3321	3866	2695	2792	2076	3220	3116	3246	3333	2613	3691
725	+Inf	+Inf	+Inf	+Inf	1326	1747	2208	2013	1083	2140	1075	2167	591	2000	1721	2028	+Inf	+Inf	982	1500	2070	2152	1478	1609	2774	3294	1170	1606	1107	2256	+Inf	+Inf	3319	3801	3329	3947	2197	2744	1011	1456	2896	3291	0	1081	1958	476	2638	1181	499	1215	1558	1050	1661	1622	1553	1625
1806	+Inf	+Inf	+Inf	+Inf	808	1513	1718	1523	1053	2010	472	2009	490	1510	1511	2017	+Inf	+Inf	634	1010	1611	2099	1017	1119	2564	3084	622	1735	504	1766	+Inf	+Inf	3109	3591	3119	3737	1987	2534	521	1108	2686	3081	1081	0	1610	1102	2148	844	714	1005	1099	1179	1594	1751	1542	1572
2683	+Inf	+Inf	+Inf	+Inf	1480	811	1757	1219	1956	1262	1957	1307	1473	520	1534	966	+Inf	+Inf	976	706	2082	1655	1472	1158	2587	3107	1551	643	1735	490	+Inf	+Inf	3132	3614	3142	3760	2010	2557	1195	502	2709	3104	1958	1610	0	2085	1158	1543	1459	1028	1570	994	900	744	491	1128
1201	+Inf	+Inf	+Inf	+Inf	1613	2086	2291	2096	1559	2571	1096	2577	612	2083	1751	2257	+Inf	+Inf	1109	1583	2180	2628	1590	1692	2804	3324	1191	2082	1128	2339	+Inf	+Inf	3349	3831	3359	3977	2227	2774	1094	1583	2926	3321	476	1102	2085	0	2721	1202	975	1245	1668	1526	2071	2098	1782	2101
3363	+Inf	+Inf	+Inf	+Inf	2321	1641	2249	1651	2640	1696	2593	1702	2109	638	2296	1728	+Inf	+Inf	2134	1138	2677	2169	2123	1784	3349	3869	2313	1207	2625	1648	+Inf	+Inf	3894	4376	3904	4522	2772	3319	1627	1660	3471	3866	2638	2148	1158	2721	0	2191	2139	1790	2165	1756	1196	1275	1253	1692
1906	+Inf	+Inf	+Inf	+Inf	904	1246	1761	1566	490	1639	547	1666	590	1553	1125	1527	+Inf	+Inf	583	1053	1477	1651	1060	1162	2178	2698	811	1105	1106	1809	+Inf	+Inf	2723	3205	2733	3351	1601	2148	564	1057	2300	2695	1181	844	1543	1202	2191	0	905	619	965	549	1160	1121	1052	1124
1224	+Inf	+Inf	+Inf	+Inf	827	1248	1709	1514	584	1641	678	1668	641	1501	1222	1529	+Inf	+Inf	483	1001	1571	1653	979	1110	2275	2795	967	1107	1157	1757	+Inf	+Inf	2820	3302	2830	3448	1698	2245	512	957	2397	2792	499	714	1459	975	2139	905	0	716	1059	551	1162	1123	1054	1126
1940	+Inf	+Inf	+Inf	+Inf	531	1094	1681	1486	1007	1591	1097	1590	633	1152	506	1012	+Inf	+Inf	1035	973	1656	2064	980	1082	1559	2079	667	1204	1149	1518	+Inf	+Inf	2104	2586	2114	2732	982	1529	484	1232	1681	2076	1215	1005	1028	1245	1790	619	716	0	1144	1040	1170	1257	537	1615
2283	+Inf	+Inf	+Inf	+Inf	951	1273	2696	2284	475	988	1056	1579	1056	1527	1650	1554	+Inf	+Inf	1455	1771	512	1000	1951	2127	2703	3223	477	958	1572	2060	+Inf	+Inf	3248	3730	3258	3876	2126	2673	1529	1675	2825	3220	1558	1099	1570	1668	2165	965	1059	1144	0	576	1187	1148	1079	473
1775	+Inf	+Inf	+Inf	+Inf	641	697	2260	1708	1039	1090	1096	1117	1136	1118	1546	978	+Inf	+Inf	1034	1195	1088	1102	1530	1661	2599	3119	557	556	1652	1484	+Inf	+Inf	3144	3626	3154	3772	2022	2569	1063	1099	2721	3116	1050	1179	994	1526	1756	549	551	1040	576	0	611	572	503	575
2386	+Inf	+Inf	+Inf	+Inf	1252	902	1695	1097	1650	500	1707	506	1459	558	1676	1108	+Inf	+Inf	962	584	1699	973	1458	1144	2729	3249	1168	803	1721	1340	+Inf	+Inf	3274	3756	3284	3902	2152	2699	1073	488	2851	3246	1661	1594	900	2071	1196	1160	1162	1170	1187	611	0	895	633	1015
2347	+Inf	+Inf	+Inf	+Inf	1213	796	2248	1650	1611	594	1668	657	1708	637	1763	1195	+Inf	+Inf	1606	1137	1660	1067	2102	1783	2816	3336	1129	965	2224	1234	+Inf	+Inf	3361	3843	3371	3989	2239	2786	1626	1246	2938	3333	1622	1751	744	2098	1275	1121	1123	1257	1148	572	895	0	720	1109
2278	+Inf	+Inf	+Inf	+Inf	1068	557	2171	1573	1542	1054	1599	1053	1170	615	1043	475	+Inf	+Inf	1467	1060	1591	1527	1517	1619	2096	2616	1060	667	1686	981	+Inf	+Inf	2641	3123	2651	3269	1519	2066	1021	993	2218	2613	1553	1542	491	1782	1253	1052	1054	537	1079	503	633	720	0	1078
2350	+Inf	+Inf	+Inf	+Inf	1216	1012	2626	2028	948	515	1529	1106	1529	1054	2121	1553	+Inf	+Inf	1609	1515	985	527	2105	2159	3174	3694	950	485	2045	1618	+Inf	+Inf	3719	4201	3729	4347	2597	3144	1638	1503	3296	3691	1625	1572	1128	2101	1692	1124	1126	1615	473	575	1015	1109	1078	0
